TargetNb	targetID	Chromosome	Start	End
2579	Control_g175.10	GL350493	33837	34129
2580	Control_g175.6	GL350493	35663	35811
2581	Control_g175.9	GL350493	35876	36140
2582	Control_g175.7	GL350493	36203	36356
2583	Control_g175.5	GL350493	36409	36550
2584	Control_g175.8	GL350493	36627	36792
2585	Control_g175.4	GL350493	36857	36996
2586	Control_g175.3	GL350493	37244	37352
2587	Control_g175.1	GL350493	37417	37499
2588	Control_g175.2	GL350493	37634	37740
2589	Control_g175.11	GL350493	37826	38181
2590	Control_g111.8	GL350493	354423	354710
2591	Control_g111.6	GL350493	357226	357392
2592	Control_g111.5	GL350493	357900	358059
2593	Control_g111.10	GL350493	364160	364480
2594	Control_g111.7	GL350493	369630	369855
2595	Control_g111.11	GL350493	370220	370599
2596	Control_g111.4	GL350493	373220	373337
2597	Control_g111.2	GL350493	374245	374327
2598	Control_g111.9	GL350493	386136	386441
2599	Control_g189.5	GL350496	54456	54662
2600	Control_g189.6	GL350496	55648	55859
2601	Control_g189.1	GL350496	63883	64012
2602	Control_g189.3	GL350496	64088	64271
2603	Control_g189.2	GL350496	64752	64924
2604	Control_g189.7	GL350496	69295	69550
2605	Control_g189.4	GL350496	69686	69879
2606	Or_g40.6	GL350511	77502	77573
2607	Or_g40.4	GL350511	81360	81462
2608	PMT_534	GL350511	85051	85101
2609	PMT_531	GL350511	85572	85637
2610	PMT_529	GL350511	86313	86363
2611	PMT_525	GL350511	86666	86717
2612	P450_g41.1	GL350513	78497	78726
2613	P450_g41.8	GL350513	81572	81703
2614	P450_g41.2	GL350513	82947	83145
2615	P450_g41.6	GL350513	86772	86938
2616	P450_g41.9	GL350513	87420	87527
2617	Control_g53.4	GL350516	1441	1588
2618	Control_g53.6	GL350516	1944	2155
2619	Control_g53.2	GL350516	2233	2350
2620	Control_g53.5	GL350516	3639	3800
2621	Control_g53.9	GL350516	4183	4501
2622	Or_g29.3	GL350520	18259	18378
2623	Or_g29.2	GL350520	18439	18597
2624	Or_g29.4	GL350520	18711	18785
2625	OBP_g1.7	GL350527	2286	2321
2626	OBP_g1.2	GL350527	3476	3552
2627	OBP_g1.1	GL350527	4469	4598
2628	OBP_g1.6	GL350527	4712	4747
2629	OBP_g1.4	GL350527	4875	4945
2630	OBP_g1.3	GL350527	5465	5540
2631	PMT_1	GL350527	5643	5693
2632	PMT_3	GL350527	6808	6858
2633	PMT_4	GL350527	7372	7422
2634	OBP_g1.5	GL350527	7597	7650
2635	PMT_5	GL350527	8281	8376
2636	PMT_7	GL350527	8414	8473
2637	Control_g11.8	GL350559	54005	54521
2638	Control_g11.4	GL350559	54631	54776
2639	Control_g11.3	GL350559	54851	54989
2640	Control_g11.2	GL350559	55083	55218
2641	Control_g11.1	GL350559	55295	55383
2642	Control_g11.7	GL350559	56039	56500
2643	Control_g11.5	GL350559	57554	57852
2644	Control_g11.6	GL350559	74471	74829
2645	Control_g155.2	GL350568	178825	179449
2646	Control_g154.1	GL350568	185578	185647
2647	Control_g154.2	GL350568	186474	187083
2648	Control_g74.4	GL350570	73623	73791
2649	Control_g74.6	GL350570	161822	162016
2650	Control_g74.2	GL350570	162129	162241
2651	Control_g74.7	GL350570	164112	164322
2652	Control_g74.5	GL350570	164576	164757
2653	Control_g74.1	GL350570	165713	165823
2654	Control_g74.3	GL350570	166284	166400
2655	Control_g8.3	GL350571	16058	16159
2656	Control_g8.5	GL350571	16989	17149
2657	Control_g8.6	GL350571	19821	19993
2658	Control_g8.4	GL350571	21000	21130
2659	Control_g8.8	GL350571	24444	24656
2660	Control_g8.7	GL350571	24871	25071
2661	Control_g8.1	GL350571	25169	25212
2662	Control_g151.3	GL350580	12818	13204
2663	Control_g151.2	GL350580	13294	13676
2664	Control_g162.9	GL350588	79717	80026
2665	Control_g162.2	GL350588	80115	80252
2666	Control_g162.4	GL350588	80328	80484
2667	Control_g162.7	GL350588	82247	82432
2668	Control_g162.8	GL350588	82539	82729
2669	Control_g162.5	GL350588	82827	82992
2670	Control_g162.6	GL350588	83072	83256
2671	Control_g162.3	GL350588	83321	83471
2672	Control_g162.1	GL350588	84204	84330
2673	Control_g162.10	GL350588	84395	85198
2674	P450_g56.8	GL350617	28864	28947
2675	P450_g56.7	GL350617	30430	30518
2676	P450_g56.3	GL350617	30580	30831
2677	P450_g56.2	GL350617	31434	31970
2678	P450_g56.4	GL350617	32051	32231
2679	P450_g56.6	GL350617	32626	32743
2680	P450_g56.5	GL350617	32809	32950
2681	P450_g56.1	GL350617	33026	34022
2682	PMT_403	GL350625	72210	72260
2683	PMT_402	GL350625	72304	72354
2684	PMT_401	GL350625	72684	72734
2685	PMT_400	GL350625	72877	72927
2686	PMT_399	GL350625	72937	72987
2687	PMT_398	GL350625	73202	73252
2688	PMT_397	GL350625	73317	73367
2689	PMT_396	GL350625	73549	73599
2690	PMT_395	GL350625	74484	74534
2691	PS_g3.2	GL350659	22107	22370
2692	PS_g3.3	GL350659	22432	22618
2693	PS_g3.4	GL350659	23305	23479
2694	PS_g3.1	GL350659	23604	24237
2695	PMT_383	GL350673	3524	3574
2696	PMT_377	GL350673	6008	6058
2697	PMT_631	GL350673	52706	52756
2698	PMT_632	GL350673	53013	53063
2699	PMT_385	GL350673	53306	53356
2700	PMT_386	GL350673	53700	53762
2701	PMT_387	GL350673	53927	53977
2702	PMT_388	GL350673	54351	54401
2703	PMT_634	GL350673	54456	54523
2704	Or_g78.1	GL350673	54526	55202
2705	Or_g78.3	GL350673	55970	56078
2706	Or_g78.4	GL350673	58404	58508
2707	Or_g78.2	GL350673	58909	59067
2708	Or_g78.5	GL350673	59176	59253
2709	Control_g1.1	GL350677	208571	208707
2710	Control_g1.4	GL350677	215435	216227
2711	Control_g1.2	GL350677	216718	216863
2712	Control_g1.3	GL350677	216982	217167
2713	Control_g1.5	GL350677	217636	217989
2714	Control_g182.1	GL350693	146789	146958
2715	Control_g21.6	GL350718	58128	58958
2716	Control_g21.4	GL350718	59107	59303
2717	Control_g21.2	GL350718	59590	59743
2718	Control_g21.3	GL350718	62980	63155
2719	Control_g21.1	GL350718	63234	63382
2720	Control_g21.5	GL350718	63697	64090
2721	Control_g187.2	GL350721	77644	78828
2722	Control_g187.1	GL350721	85120	85530
2723	PMT_559	GL350729	43761	43811
2724	Control_g179.2	GL350729	160425	160758
2725	Control_g179.1	GL350729	171462	171669
2726	Control_g179.3	GL350729	177772	178327
2727	PMT_560	GL350729	192004	192070
2728	Control_g84.8	GL350739	25814	26364
2729	Control_g84.1	GL350739	26617	26718
2730	Control_g84.3	GL350739	28613	28756
2731	Control_g84.4	GL350739	28956	29114
2732	Control_g84.2	GL350739	29639	29745
2733	Control_g84.5	GL350739	29846	30021
2734	Control_g84.6	GL350739	30202	30384
2735	Control_g84.7	GL350739	31562	31858
2736	Control_g83.1	GL350739	34842	34899
2737	Control_g83.2	GL350739	49150	49339
2738	Control_g45.2	GL350746	22214	22242
2739	Control_g45.5	GL350746	22825	22971
2740	Control_g45.9	GL350746	23388	23552
2741	Control_g45.10	GL350746	23798	23980
2742	Control_g45.11	GL350746	24971	25165
2743	Control_g45.8	GL350746	29964	30128
2744	Control_g45.6	GL350746	30318	30479
2745	Control_g45.13	GL350746	31578	31784
2746	Control_g45.12	GL350746	32045	32245
2747	Control_g45.3	GL350746	34260	34293
2748	Control_g45.4	GL350746	34381	34433
2749	Control_g45.7	GL350746	34661	34825
2750	Control_g158.9	GL350768	19941	20888
2751	Control_g158.7	GL350768	21291	21578
2752	Control_g158.5	GL350768	21643	21849
2753	Control_g158.6	GL350768	21917	22138
2754	Control_g158.3	GL350768	22195	22373
2755	Control_g158.1	GL350768	22446	22543
2756	Control_g158.2	GL350768	22602	22756
2757	Control_g158.4	GL350768	26958	27152
2758	Control_g158.8	GL350768	29134	29737
2759	ApisSNMP_g4.8	GL350785	82795	82881
2760	ApisSNMP_g4.5	GL350785	88584	88744
2761	ApisSNMP_g4.6	GL350785	94336	94484
2762	ApisSNMP_g4.4	GL350785	94552	94755
2763	ApisSNMP_g4.7	GL350785	94837	94979
2764	ApisSNMP_g4.3	GL350785	97312	97532
2765	ApisSNMP_g4.1	GL350785	97648	98649
2766	ApisSNMP_g4.2	GL350785	98775	99097
2767	Control_g100.3	GL350785	125192	125478
2768	Control_g100.2	GL350785	125555	125741
2769	P450_g27.1	GL350789	14857	15233
2770	P450_g27.5	GL350789	15327	15527
2771	P450_g27.9	GL350789	16079	16157
2772	P450_g27.6	GL350789	16253	16422
2773	P450_g27.7	GL350789	16484	16652
2774	P450_g27.4	GL350789	17619	17820
2775	P450_g27.10	GL350789	17895	17971
2776	P450_g27.2	GL350789	20774	21020
2777	P450_g27.3	GL350789	22941	23157
2778	P450_g27.8	GL350789	24100	24258
2779	Gr_g38.2	GL350824	11639	11910
2780	PMT_275	GL350824	12468	12518
2781	PMT_274	GL350824	12807	12857
2782	PMT_273	GL350824	13087	13137
2783	PMT_276	GL350824	14560	14616
2784	PMT_277	GL350824	14616	14666
2785	Gr_g38.5	GL350824	16361	16429
2786	Gr_g38.4	GL350824	16609	16701
2787	Gr_g38.3	GL350824	16806	16931
2788	PMT_278	GL350824	26241	26291
2789	PMT_279	GL350824	26292	26342
2790	PMT_280	GL350824	26387	26437
2791	Gr_g38.1	GL350824	29629	30268
2792	Gr_g39.5	GL350824	32074	32142
2793	Gr_g39.4	GL350824	32320	32412
2794	Gr_g39.3	GL350824	32520	32645
2795	Control_g40.2	GL350824	43823	45048
2796	Control_g40.1	GL350824	45050	45843
2797	P450_g33.1	GL350826	52455	53429
2798	P450_g33.5	GL350826	54156	54277
2799	P450_g33.2	GL350826	54423	55120
2800	P450_g33.4	GL350826	55220	55395
2801	P450_g33.3	GL350826	55535	56199
2802	P450_g31.4	GL350826	61227	61499
2803	P450_g31.1	GL350826	61589	61919
2804	P450_g31.3	GL350826	62594	62888
2805	P450_g31.5	GL350826	62986	63185
2806	P450_g31.6	GL350826	63277	63422
2807	P450_g31.2	GL350826	63570	63882
2808	PMT_366	GL350829	99760	99835
2809	PMT_368	GL350829	100571	100621
2810	Or_g1.1	GL350829	101388	101752
2811	Or_g1.2	GL350829	102415	102655
2812	Or_g1.3	GL350829	103078	103288
2813	Or_g1.4	GL350829	106514	106676
2814	Or_g1.7	GL350829	106750	106849
2815	Or_g1.6	GL350829	107229	107333
2816	Or_g1.5	GL350829	107547	107702
2817	Or_g1.8	GL350829	107836	107886
2818	Control_g95.13	GL350838	65827	66470
2819	Control_g95.3	GL350838	66632	66739
2820	Control_g95.5	GL350838	66810	66921
2821	Control_g95.6	GL350838	67019	67157
2822	Control_g95.4	GL350838	67217	67328
2823	Control_g95.7	GL350838	67419	67566
2824	Control_g95.2	GL350838	67630	67721
2825	Control_g95.9	GL350838	68233	68436
2826	Control_g95.11	GL350838	68512	68878
2827	Control_g95.10	GL350838	68949	69196
2828	Control_g95.8	GL350838	69289	69492
2829	Control_g95.12	GL350838	69631	70059
2830	Control_g95.1	GL350838	86678	86752
2831	Or_g30.1	GL350863	17387	18068
2832	Or_g30.6	GL350863	19385	19436
2833	Or_g30.4	GL350863	21116	21215
2834	Or_g30.3	GL350863	23077	23196
2835	Or_g30.2	GL350863	23257	23415
2836	Or_g30.5	GL350863	23522	23596
2837	PMT_469	GL350863	84899	84949
2838	Control_g170.7	GL350875	52350	53016
2839	Control_g170.4	GL350875	53120	53261
2840	Control_g170.6	GL350875	53367	53649
2841	Control_g170.5	GL350875	55407	55566
2842	Control_g170.3	GL350875	55622	55754
2843	Control_g170.2	GL350875	55815	55877
2844	Control_g170.1	GL350875	56059	56089
2845	Or_g47.6	GL350923	270970	271035
2846	Or_g47.2	GL350923	271977	272135
2847	Or_g47.3	GL350923	272667	272792
2848	Or_g47.4	GL350923	272931	273030
2849	Or_g47.5	GL350923	274333	274426
2850	P450_g7.1	GL350949	36945	38250
2851	P450_g7.3	GL350949	39466	39690
2852	P450_g7.4	GL350949	39902	40075
2853	P450_g7.2	GL350949	40246	40706
2854	Control_g36.5	GL350977	32980	33154
2855	Control_g36.4	GL350977	33240	33396
2856	Control_g36.7	GL350977	34336	34534
2857	Control_g36.3	GL350977	34783	34930
2858	Control_g36.1	GL350977	38906	39008
2859	Control_g36.2	GL350977	39112	39242
2860	Control_g36.6	GL350977	39335	39532
2861	Control_g36.8	GL350977	40125	40548
2862	Control_g192.1	GL351016	50058	50141
2863	Control_g192.3	GL351016	51282	51419
2864	Control_g192.2	GL351016	51531	51632
2865	Control_g192.6	GL351016	53037	53409
2866	Control_g192.7	GL351016	53683	54273
2867	Gr_g60.3	GL351084	3668	3790
2868	Gr_g60.5	GL351084	4279	4347
2869	Gr_g60.1	GL351084	4938	5572
2870	Gr_g60.2	GL351084	6019	6301
2871	PMT_291	GL351084	14072	14122
2872	PMT_289	GL351084	14983	15033
2873	PMT_287	GL351084	16162	16212
2874	Control_g128.9	GL351106	81096	81358
2875	Control_g128.1	GL351106	81976	82081
2876	Control_g128.3	GL351106	84384	84523
2877	Control_g128.8	GL351106	84915	85168
2878	Control_g128.11	GL351106	85265	85876
2879	IR_g2.2	GL351147	56507	56986
2880	IR_g2.4	GL351147	57042	57293
2881	P450_g61.1	GL351166	22891	23703
2882	P450_g61.2	GL351166	24245	24604
2883	P450_g61.5	GL351166	25290	25514
2884	P450_g61.4	GL351166	25631	25882
2885	P450_g61.3	GL351166	26623	26880
2886	P450_g53.1	GL351166	28057	28734
2887	P450_g53.3	GL351166	31939	32298
2888	P450_g53.5	GL351166	33184	33408
2889	P450_g53.4	GL351166	33515	33766
2890	P450_g53.2	GL351166	33896	34262
2891	Control_g148.2	GL351166	36182	36258
2892	Control_g148.5	GL351166	38078	38270
2893	Control_g148.3	GL351166	38322	38447
2894	Control_g148.4	GL351166	40509	40638
2895	Control_g148.1	GL351166	40996	41057
2896	Control_g148.6	GL351166	42498	42801
2897	Or_g49.6	GL351200	29747	29812
2898	Or_g49.3	GL351200	33092	33217
2899	Or_g49.4	GL351200	34182	34281
2900	Or_g49.5	GL351200	35291	35384
2901	Or_g49.1	GL351200	36232	36976
2902	PMT_570	GL351200	37510	37560
2903	PMT_569	GL351200	37728	37778
2904	PMT_568	GL351200	38979	39029
2905	Control_g126.7	GL351221	17848	18115
2906	PMT_144	GL351330	2841	2891
2907	PMT_142	GL351330	3290	3340
2908	PMT_143	GL351330	3350	3400
2909	Gr_g4.1	GL351330	4034	5104
2910	Gr_g4.2	GL351330	11810	11899
2911	P450_g44.2	GL351465	5363	5741
2912	P450_g44.1	GL351465	5872	6669
2913	P450_g44.3	GL351465	6740	7086
2914	P450_g55.13	GL351498	2343	2393
2915	Control_g174.1	GL351538	4518	5798
2916	ApisSNMP_g9.3	GL351681	24959	25190
2917	ApisSNMP_g9.7	GL351681	25263	25337
2918	ApisSNMP_g9.2	GL351681	25837	26118
2919	ApisSNMP_g9.4	GL351681	26414	26628
2920	ApisSNMP_g9.6	GL351681	27004	27155
2921	ApisSNMP_g9.1	GL351681	27447	28282
2922	PMT_270	GL351804	7181	7231
2923	P450_g22.3	GL351962	13703	13954
2924	P450_g22.4	GL351962	14676	14900
2925	P450_g22.1	GL351962	15257	16265
2926	Or_g66.3	GL351968	11311	11460
2927	Or_g66.2	GL351968	12959	13124
2928	Control_g193.5	GL352192	2663	2789
2929	Control_g193.10	GL352192	2910	3153
2930	Control_g111.1	GL352993	6241	6271
2931	Control_g111.3	GL352993	21968	22068
2932	PMT_242	GL353653	201166	201216
2933	Control_g32.12	GL353665	21697	22067
2934	Control_g32.11	GL353665	22180	22472
2935	Control_g32.8	GL353665	22542	22763
2936	Control_g32.6	GL353665	22834	23030
2937	Control_g32.9	GL353665	23343	23577
2938	Control_g32.2	GL353665	23769	23868
2939	Control_g32.4	GL353665	23950	24139
2940	Control_g32.5	GL353665	24272	24464
2941	Control_g32.1	GL353665	24528	24621
2942	Control_g32.3	GL353665	24682	24835
2943	Control_g32.7	GL353665	24903	25122
2944	Control_g32.10	GL353665	26329	26607
2945	PMT_439	GL355171	1699	1749
2946	PMT_528	GL360632	1	42
2947	Control_g166.5	GL364555	1692	1842
2948	Control_g166.9	GL364555	1974	2159
2949	Control_g166.10	GL364555	5980	6179
2950	Control_g166.7	GL364555	6670	6832
2951	Control_g166.6	GL364555	7223	7383
2952	Control_g166.8	GL364555	7533	7698
2953	Control_g161.3	GL365702	3892	4099
2954	PMT_232	GL372922	580	630
